user_id,transaction_date,region,product_category,sale_amount,status,city,age,subscription,raw_timestamp,email,username,price,store_id,quantity,discount
USR2002,2025-12-18,North,Electronics,4231.24,Completed,Kolkata,35,Premium,2025-12-18 00:21:00,user1072@example.com,user_2146,1057.81,STORE06,5,0.2
USR0040,2026-03-29,West,Electronics,15572.59,Cancelled,Delhi,52,Premium,2026-03-29 11:37:00,user4527@example.com,user_1214,2780.82,STORE14,7,0.2
USR1466,2025-05-11,East,Furniture,1542.3,Cancelled,Mumbai,40,Standard,2025-05-11 13:39:00,user1267@example.com,user_1940,257.05,STORE06,6,0.0
USR1361,2025-07-01,South,Furniture,4192.36,Pending,Delhi,62,Premium,2025-07-01 12:55:00,user318@example.com,user_3856,4413.01,STORE08,1,0.05
USR1251,2025-07-24,East,Furniture,29463.12,Completed,Bengaluru,43,Basic,2025-07-24 08:55:00,user569@example.com,user_2287,4092.1,STORE12,8,0.1
USR0114,2026-06-06,West,Clothing,16430.12,Completed,Lucknow,34,Premium,2026-06-06 03:38:00,user3560@example.com,user_2832,2028.41,STORE11,9,0.1
USR1578,2026-03-23,Central,Furniture,27456.57,Pending,Pune,63,Basic,2026-03-23 00:33:00,user4411@example.com,user_1615,3050.73,STORE12,9,0.0
USR1286,2026-03-18,West,Clothing,1902.58,Cancelled,Hyderabad,60,Basic,2026-03-18 10:25:00,user2423@example.com,user_4542,396.37,STORE05,6,0.2
USR2332,2025-07-16,North,Groceries,14172.55,Cancelled,Pune,37,Basic,2025-07-16 06:27:00,user4752@example.com,user_4970,2131.21,STORE11,7,0.05
USR1939,2026-04-22,East,Electronics,7157.89,Pending,Jaipur,60,Standard,2026-04-22 19:21:00,user766@example.com,user_1925,2236.84,STORE10,4,0.2
USR0190,2025-08-19,East,Groceries,12127.47,Cancelled,Mumbai,47,Basic,2025-08-19 20:36:00,user1593@example.com,user_3146,4042.49,STORE16,3,0.0
USR1742,2026-02-14,East,Furniture,1257.72,Cancelled,Jaipur,47,Premium,2026-02-14 17:15:00,user995@example.com,user_3740,1257.72,STORE05,1,0.0
USR1300,2026-04-21,South,Books,24152.47,Cancelled,Jaipur,45,Standard,2026-04-21 14:57:00,user1304@example.com,user_3889,3354.51,STORE15,9,0.2
USR1985,2025-09-23,East,Clothing,15085.2,Pending,Mumbai,63,Basic,2025-09-23 07:17:00,user2752@example.com,user_2620,3771.3,STORE18,5,0.2
USR0626,2025-03-24,East,Electronics,2498.83,Pending,Kolkata,39,Standard,2025-03-24 14:26:00,user511@example.com,user_1695,734.95,STORE14,4,0.15
USR2359,2026-02-03,South,Groceries,45289.5,Completed,Chennai,37,Basic,2026-02-03 13:34:00,user4474@example.com,user_4942,4528.95,STORE08,10,0.0
USR0119,2026-05-15,South,Clothing,6760.03,Cancelled,Kolkata,64,Premium,2026-05-15 14:58:00,user1046@example.com,user_4376,1136.14,STORE01,7,0.15
USR1756,2026-02-08,East,Groceries,2979.87,Completed,Pune,34,Basic,2026-02-08 10:13:00,user3725@example.com,user_2678,2979.87,STORE11,1,0.0
USR0336,2026-01-24,South,Electronics,8992.43,Cancelled,Jaipur,21,Basic,2026-01-24 07:41:00,user563@example.com,user_330,1427.37,STORE01,7,0.1
USR0625,2025-09-11,East,Furniture,829.47,Pending,Mumbai,54,Premium,2025-09-11 14:44:00,user2100@example.com,user_3022,1036.84,STORE06,1,0.2
USR0443,2025-04-28,Central,Electronics,10530.19,Pending,Lucknow,61,Basic,2025-04-28 12:45:00,user1625@example.com,user_623,3900.07,STORE19,3,0.1
USR0496,2025-09-06,Central,Electronics,2217.64,Pending,Jaipur,45,Standard,2025-09-06 11:04:00,user4145@example.com,user_2796,554.41,STORE01,5,0.2
USR1484,2026-03-07,South,Furniture,7004.92,Pending,Delhi,64,Standard,2026-03-07 20:17:00,user4409@example.com,user_3961,4120.54,STORE15,2,0.15
USR1321,2026-03-23,East,Electronics,37236.51,Pending,Ahmedabad,33,Basic,2026-03-23 18:39:00,user3105@example.com,user_2756,4137.39,STORE01,10,0.1
USR0869,2026-05-22,North,Clothing,10868.66,Pending,Hyderabad,56,Standard,2026-05-22 08:35:00,user84@example.com,user_4233,4262.22,STORE07,3,0.15
USR2275,2025-03-29,East,Groceries,7406.02,Cancelled,Ahmedabad,46,Premium,2025-03-29 02:18:00,user1816@example.com,user_3313,1244.71,STORE08,7,0.15
USR2268,2025-11-10,Central,Clothing,17016.66,Pending,Jaipur,39,Basic,2025-11-10 22:29:00,user2220@example.com,user_2512,3336.6,STORE09,6,0.15
USR0490,2025-08-25,Central,Furniture,2330.1,Completed,Bengaluru,65,Basic,2025-08-25 08:46:00,user4830@example.com,user_4298,647.25,STORE20,4,0.1
USR0932,2025-10-17,North,Furniture,17652.71,Pending,Pune,63,Standard,2025-10-17 04:17:00,user373@example.com,user_447,4903.53,STORE18,4,0.1
USR0421,2025-10-27,West,Books,8930.66,Pending,Ahmedabad,48,Basic,2025-10-27 10:11:00,user421@example.com,user_2069,3502.22,STORE16,3,0.15
USR0304,2025-04-27,Central,Electronics,24510.85,Completed,Delhi,54,Basic,2025-04-27 02:15:00,user971@example.com,user_4572,4119.47,STORE14,7,0.15
USR1814,2025-08-20,North,Books,23143.6,,Hyderabad,54,Standard,2025-08-20 01:39:00,user813@example.com,user_1703,3889.68,STORE07,7,0.15
USR0712,2025-09-28,Central,Electronics,9459.49,Completed,Pune,44,Basic,2025-09-28 22:38:00,user3850@example.com,user_2386,3319.12,STORE02,3,0.05
USR0292,2025-08-26,East,Clothing,6273.51,Cancelled,Lucknow,60,Premium,2025-08-26 13:07:00,user4462@example.com,user_1842,1476.12,STORE05,5,0.15
USR0680,2025-09-30,North,Books,8283.64,Cancelled,Lucknow,36,Basic,2025-09-30 03:29:00,user2492@example.com,user_3298,4141.82,STORE09,2,0.0
USR2450,2026-05-28,West,Groceries,21783.28,Cancelled,Chennai,56,Basic,2026-05-28 00:05:00,user1876@example.com,user_4713,2722.91,STORE19,8,0.0
USR0165,2025-01-22,East,Groceries,19991.52,Cancelled,Ahmedabad,35,Premium,2025-01-22 18:27:00,user4029@example.com,user_748,4997.88,STORE16,5,0.2
USR0659,2025-12-23,North,Groceries,12427.92,Cancelled,Ahmedabad,36,Standard,2025-12-23 12:52:00,user4507@example.com,user_301,2071.32,STORE15,6,0.0
USR1656,2025-04-01,Central,Electronics,9641.16,Cancelled,Jaipur,47,Basic,2025-04-01 01:12:00,user4248@example.com,user_2964,1606.86,STORE20,6,0.0
USR1094,2026-05-26,Central,Furniture,2988.48,Pending,Ahmedabad,62,Basic,2026-05-26 03:01:00,user4988@example.com,user_1961,3145.77,STORE06,1,0.05
USR0382,2025-11-15,East,Electronics,21241.37,Pending,Mumbai,59,Premium,2025-11-15 15:59:00,user2391@example.com,user_4169,2776.65,STORE09,9,0.15
USR1871,2026-03-02,Central,Furniture,31782.29,,Bengaluru,56,Standard,2026-03-02 23:56:00,user1119@example.com,user_572,4181.88,STORE09,8,0.05
USR0011,2026-03-01,North,Clothing,14032.28,Cancelled,Lucknow,60,Basic,2026-03-01 04:28:00,user4413@example.com,user_3968,1732.38,STORE12,9,0.1
USR1866,2025-12-07,North,Furniture,21282.22,Cancelled,Bengaluru,54,Basic,2025-12-07 07:54:00,user3366@example.com,user_358,2781.99,STORE11,9,0.15
USR0624,2026-04-30,South,Electronics,21068.24,Completed,Jaipur,55,Basic,2026-04-30 03:55:00,user3607@example.com,user_817,3540.88,STORE17,7,0.15
USR0633,2026-04-13,West,Groceries,321.22,Pending,Chennai,57,Standard,2026-04-13 12:41:00,user658@example.com,user_2692,125.97,STORE18,3,0.15
USR0148,2026-01-25,Central,Electronics,30547.14,Completed,Hyderabad,32,Standard,2026-01-25 02:27:00,user807@example.com,user_824,4772.99,STORE15,8,0.2
USR1329,2025-06-20,West,Clothing,3485.31,Pending,Chennai,45,Premium,2025-06-20 07:33:00,,user_4637,3485.31,STORE06,1,0.0
USR0987,2025-06-24,South,Books,7791.01,Completed,Bengaluru,47,Standard,2025-06-24 08:29:00,user2092@example.com,user_77,916.59,STORE15,10,0.15
USR1810,2025-10-22,North,Books,10212.51,Pending,Kolkata,62,Basic,2025-10-22 14:54:00,user2475@example.com,user_1632,3404.17,STORE13,3,0.0
USR1471,2026-05-10,Central,Clothing,3236.41,Cancelled,Hyderabad,19,Standard,2026-05-10 12:17:00,user67@example.com,user_4637,577.93,STORE02,7,0.2
USR2487,2026-05-24,North,Furniture,19819.61,Cancelled,Bengaluru,57,Basic,2026-05-24 21:48:00,user1121@example.com,user_796,4172.55,STORE02,5,0.05
USR1495,2025-11-13,East,Electronics,3162.9,Pending,Chennai,65,Basic,2025-11-13 05:12:00,user1083@example.com,user_4419,3953.62,STORE12,1,0.2
USR1974,2026-05-29,North,Clothing,12343.75,Completed,Ahmedabad,22,Premium,2026-05-29 07:55:00,user3256@example.com,user_4566,4571.76,STORE12,3,0.1
USR2198,2025-04-03,West,Groceries,3567.49,Pending,Hyderabad,55,Basic,2025-04-03 20:23:00,user888@example.com,user_1916,3963.88,STORE16,1,0.1
USR2499,2025-01-26,East,Electronics,25245.76,Cancelled,Ahmedabad,62,Basic,2025-01-26 20:26:00,user956@example.com,user_1146,3116.76,STORE02,9,0.1
USR0399,2025-02-08,East,Books,12452.8,Completed,Kolkata,47,Basic,2025-02-08 21:47:00,user4426@example.com,user_3434,1556.6,STORE19,8,0.0
USR1672,2025-06-08,North,Electronics,7535.76,Cancelled,Chennai,31,Basic,2025-06-08 14:15:00,,user_814,4432.8,STORE12,2,0.15
USR0501,2026-01-03,South,Electronics,1661.17,Cancelled,Bengaluru,59,Standard,2026-01-03 19:01:00,user415@example.com,user_2733,349.72,STORE08,5,0.05
USR2271,2025-05-09,East,Books,15782.16,Completed,Bengaluru,39,Premium,2025-05-09 19:00:00,user2272@example.com,user_1186,3945.54,STORE05,4,0.0
USR0540,2025-09-14,West,Clothing,8005.28,Completed,Lucknow,38,Premium,2025-09-14 05:16:00,user430@example.com,user_1039,4002.64,STORE14,2,0.0
USR1837,2026-06-23,North,Books,1041.35,Cancelled,Mumbai,46,Standard,2026-06-23 07:39:00,user356@example.com,user_4272,612.56,STORE10,2,0.15
USR1962,2026-04-15,South,Groceries,3234.54,Cancelled,Mumbai,49,Standard,2026-04-15 14:04:00,user662@example.com,,,STORE20,1,0.0
USR2398,2025-06-01,Central,Clothing,1500.52,Pending,Lucknow,51,Basic,2025-06-01 14:32:00,user4960@example.com,user_3525,375.13,STORE04,5,0.2
USR1762,2025-04-28,South,Furniture,36519.79,Pending,Chennai,47,Basic,2025-04-28 13:46:00,user779@example.com,user_2561,4271.32,STORE14,9,0.05
USR1943,2025-11-17,West,Electronics,19051.0,Completed,Mumbai,45,Premium,2025-11-17 23:47:00,user3053@example.com,user_1066,3342.28,STORE18,6,0.05
USR1351,2025-03-03,West,Groceries,21261.6,Pending,Kolkata,64,Premium,2025-03-03 09:38:00,user2560@example.com,user_2881,2953.0,STORE04,9,0.2
USR0444,2026-06-04,North,Books,8383.26,Pending,Mumbai,35,Standard,2026-06-04 07:51:00,user3516@example.com,user_4596,1103.06,STORE20,8,0.05
USR0739,2025-01-27,North,Clothing,15322.6,Pending,Chennai,18,Premium,2025-01-27 04:36:00,user3284@example.com,user_571,3064.52,STORE05,5,0.0
USR1541,2025-02-01,South,Groceries,4310.91,Pending,Delhi,41,Basic,2025-02-01 23:20:00,user4650@example.com,user_4885,504.2,STORE03,9,0.05
USR0335,2025-02-23,North,Groceries,8201.2,Cancelled,Kolkata,49,Standard,2025-02-23 14:26:00,user2238@example.com,user_1766,820.12,STORE17,10,0.0
USR2430,2025-04-27,South,Books,3165.5,Cancelled,Hyderabad,20,Premium,2025-04-27 12:38:00,user449@example.com,user_63,1758.61,STORE07,2,0.1
USR1186,2025-11-05,North,Electronics,12769.25,Completed,Ahmedabad,65,Basic,2025-11-05 05:08:00,user3115@example.com,user_4363,4729.35,STORE08,3,0.1
USR1627,2026-05-28,West,Groceries,16894.08,Completed,Ahmedabad,22,Basic,2026-05-28 18:27:00,user4698@example.com,user_3314,2815.68,STORE14,6,0.0
USR0704,2025-10-24,Central,Groceries,558.1,Cancelled,Chennai,23,Basic,2025-10-24 03:15:00,user3570@example.com,user_4825,620.11,STORE13,1,0.1
USR0908,2026-06-21,North,Furniture,1976.85,Completed,Jaipur,58,Premium,2026-06-21 16:32:00,user1589@example.com,user_2863,439.3,STORE12,5,0.1
USR0809,2025-06-01,East,Books,3292.73,Completed,Mumbai,29,Standard,2025-06-01 15:29:00,user4619@example.com,user_4748,1219.53,STORE15,3,0.1
USR1802,2025-11-27,West,Groceries,24669.71,Pending,Hyderabad,35,Standard,2025-11-27 01:22:00,user4157@example.com,user_608,4328.02,STORE10,6,0.05
USR1176,2026-04-18,West,Electronics,2058.27,Cancelled,Lucknow,50,Basic,2026-04-18 14:37:00,user4541@example.com,user_337,2286.97,STORE15,1,0.1
USR0618,2025-07-12,West,Groceries,10505.98,Completed,Chennai,63,Premium,2025-07-12 16:41:00,user1414@example.com,user_321,1641.56,STORE08,8,0.2
USR2498,2026-03-25,East,Clothing,35678.74,Pending,Hyderabad,42,Basic,2026-03-25 10:43:00,user4898@example.com,user_429,4955.38,STORE11,9,0.2
USR1164,2025-03-09,North,Books,12867.07,Completed,Chennai,23,Standard,2025-03-09 21:09:00,user2866@example.com,user_2542,1681.97,STORE13,9,0.15
USR2290,2025-05-13,South,Clothing,5391.81,Completed,Jaipur,23,Standard,2025-05-13 21:27:00,user4166@example.com,user_2965,2995.45,STORE01,2,0.1
USR1992,2026-01-07,East,Furniture,5684.0,Completed,Delhi,22,Basic,2026-01-07 03:32:00,user4422@example.com,user_4314,1578.89,STORE02,4,0.1
USR2447,2025-12-11,South,Furniture,41687.33,Completed,Delhi,62,Standard,2025-12-11 05:46:00,user3586@example.com,user_358,4388.14,STORE14,10,0.05
USR1168,2026-01-09,South,Furniture,11553.2,Cancelled,Bengaluru,37,Basic,2026-01-09 06:23:00,user4673@example.com,user_3610,3398.0,STORE15,4,0.15
USR1715,2025-10-16,East,Furniture,28092.31,Cancelled,Delhi,34,Premium,2025-10-16 20:30:00,user3041@example.com,user_4543,3901.71,STORE04,9,0.2
USR0657,2026-06-13,North,Groceries,21316.35,Cancelled,Delhi,45,Premium,2026-06-13 07:52:00,user3696@example.com,user_2864,4263.27,STORE01,5,0.0
USR0966,2026-03-01,South,Electronics,2540.32,,Bengaluru,19,Basic,2026-03-01 03:53:00,user2747@example.com,user_1197,313.62,STORE05,9,0.1
USR1922,2025-02-09,South,Books,11172.38,Completed,Mumbai,19,Basic,2025-02-09 06:53:00,user1225@example.com,user_4496,1470.05,STORE20,8,0.05
USR1234,2026-06-25,West,Electronics,10189.27,Completed,Kolkata,58,Standard,2026-06-25 14:04:00,user909@example.com,user_4095,2145.11,STORE20,5,0.05
USR0589,2025-01-17,North,Groceries,30192.71,Completed,Lucknow,40,Premium,2025-01-17 18:26:00,user1535@example.com,user_702,3178.18,STORE17,10,0.05
USR2079,2026-01-05,Central,Books,2772.07,Completed,Kolkata,48,Premium,2026-01-05 20:24:00,user3059@example.com,user_2078,385.01,STORE01,9,0.2
USR0425,2026-01-01,Central,Clothing,22533.07,Completed,Pune,40,Standard,2026-01-01 10:52:00,user1435@example.com,user_3807,3953.17,STORE16,6,0.05
USR0152,2025-07-06,North,Furniture,6913.75,Completed,Bengaluru,20,Basic,2025-07-06 09:32:00,user3263@example.com,user_4449,4066.91,STORE16,2,0.15
USR1463,2025-09-17,West,Clothing,832.57,Pending,Mumbai,41,Basic,2025-09-17 12:47:00,user3603@example.com,user_3168,231.27,STORE11,4,0.1
USR2127,2025-07-11,North,Electronics,18044.71,Cancelled,Kolkata,23,Basic,2025-07-11 19:52:00,user1479@example.com,user_4469,2506.21,STORE10,8,0.1
USR1256,2025-11-25,South,Books,3012.44,Cancelled,Kolkata,28,Standard,2025-11-25 14:22:00,user3663@example.com,user_347,557.86,STORE12,6,0.1
USR1664,2026-03-22,North,Books,1409.05,Cancelled,Delhi,19,Premium,2026-03-22 19:43:00,user3590@example.com,user_286,1409.05,STORE05,1,0.0
USR1569,2025-03-10,Central,Electronics,6578.17,Cancelled,Delhi,61,Basic,2025-03-10 11:23:00,user3637@example.com,user_630,1218.18,STORE19,6,0.1
USR1142,2025-05-21,East,Electronics,16826.23,Completed,Delhi,49,Standard,2025-05-21 12:58:00,user4602@example.com,user_965,2670.83,STORE09,7,0.1
USR1170,2025-09-24,South,Furniture,11311.97,Completed,Delhi,22,Basic,2025-09-24 05:57:00,user3647@example.com,user_720,3534.99,STORE11,4,0.2
USR1190,2025-12-22,North,Furniture,25648.06,Cancelled,Delhi,41,Standard,2025-12-22 07:07:00,user1647@example.com,user_1138,3562.23,STORE08,9,0.2
USR1512,2026-05-21,South,Books,1296.79,Completed,Lucknow,23,Premium,2026-05-21 09:25:00,user3922@example.com,user_4307,180.11,STORE14,9,0.2
USR1299,2026-02-24,West,Groceries,7838.51,Pending,Jaipur,40,Premium,2026-02-24 17:40:00,user4816@example.com,user_1491,4125.53,STORE05,2,0.05
USR2123,2026-03-20,East,Clothing,2539.18,,Delhi,38,Standard,2026-03-20 07:22:00,user4251@example.com,user_2327,2539.18,STORE03,1,0.0
USR0513,2025-09-14,North,Books,8275.69,Cancelled,Mumbai,50,Standard,2025-09-14 05:37:00,user4757@example.com,user_1264,1021.69,STORE06,9,0.1
USR0117,2025-12-12,West,Electronics,42205.2,Cancelled,Lucknow,34,Standard,2025-12-12 06:49:00,user4687@example.com,user_3413,4220.52,STORE20,10,0.0
USR1238,2025-02-01,South,Furniture,20373.85,Cancelled,Kolkata,37,Basic,2025-02-01 02:44:00,user491@example.com,user_1295,2515.29,STORE15,9,0.1
USR2485,2026-03-02,East,Clothing,8809.34,Cancelled,Chennai,64,Basic,2026-03-02 12:08:00,user3036@example.com,user_4219,2447.04,STORE18,4,0.1
USR1096,2025-04-19,South,Furniture,13036.96,Completed,Mumbai,21,Basic,2025-04-19 12:55:00,user3426@example.com,user_2034,1629.62,STORE06,8,0.0
USR0653,2025-12-02,South,Books,26630.8,Pending,Ahmedabad,37,Basic,2025-12-02 00:05:00,user3222@example.com,user_4141,,STORE15,6,0.05
USR0208,2025-09-04,North,Groceries,6689.76,Cancelled,Ahmedabad,36,Standard,2025-09-04 00:54:00,user881@example.com,user_3531,1114.96,STORE05,6,0.0
USR0186,2025-09-28,South,Electronics,23002.31,Cancelled,Jaipur,30,Basic,2025-09-28 17:18:00,user603@example.com,user_3165,3651.16,STORE17,7,0.1
USR0487,2026-04-07,East,Electronics,15335.2,Pending,Chennai,39,Standard,2026-04-07 11:48:00,user1182@example.com,user_1631,3833.8,STORE20,5,0.2
USR0160,2026-06-06,East,Clothing,2036.87,Pending,Jaipur,47,Premium,2026-06-06 19:57:00,user4224@example.com,user_1146,2036.87,STORE11,1,0.0
USR2432,2025-11-23,North,Books,7689.51,Cancelled,Jaipur,49,Standard,2025-11-23 18:19:00,user3891@example.com,user_137,854.39,STORE12,10,0.1
USR1261,2025-12-06,West,Books,18957.9,Pending,Hyderabad,59,Standard,2025-12-06 18:14:00,user421@example.com,user_4781,3385.34,STORE16,7,0.2
USR0606,2025-06-24,East,Electronics,22482.08,Cancelled,Mumbai,30,Premium,2025-06-24 14:20:00,user3431@example.com,user_1241,2644.95,STORE14,10,0.15
USR0256,2025-07-28,East,Books,17691.64,Completed,Jaipur,38,Standard,2025-07-28 15:33:00,user3087@example.com,user_2571,2081.37,STORE06,10,0.15
USR1452,2026-04-16,North,Books,21912.05,Pending,Bengaluru,33,Basic,2026-04-16 17:19:00,user1843@example.com,user_2439,4565.01,STORE10,6,0.2
USR1966,2025-08-01,North,Books,24960.17,,Hyderabad,36,Premium,2025-08-01 18:43:00,user4450@example.com,user_3111,3466.69,STORE13,8,0.1
USR0173,2025-12-20,North,Electronics,12893.34,Pending,Ahmedabad,59,Basic,2025-12-20 23:30:00,user1753@example.com,user_1656,4775.31,STORE18,3,0.1
USR0448,2025-10-05,Central,Books,22175.23,Completed,Bengaluru,21,Standard,2025-10-05 16:14:00,user1908@example.com,user_431,4668.47,STORE04,5,0.05
USR0564,2026-02-28,West,Books,13479.6,Completed,Kolkata,59,Basic,2026-02-28 15:41:00,user1634@example.com,user_2354,1684.95,STORE11,8,0.0
USR0952,2025-10-20,Central,Electronics,5195.5,Completed,Kolkata,29,Premium,2025-10-20 12:50:00,user4059@example.com,user_1527,3247.19,STORE10,2,0.2
USR0440,2025-02-08,North,Clothing,766.96,Pending,Jaipur,51,Basic,2025-02-08 04:54:00,user4131@example.com,user_3835,95.87,STORE09,10,0.2
USR1880,2025-07-17,North,Furniture,23105.69,Completed,Chennai,36,Standard,2025-07-17 21:48:00,user1583@example.com,user_1438,4053.63,STORE20,6,0.05
USR0356,2026-02-20,South,Electronics,33563.16,Completed,Delhi,48,Basic,2026-02-20 07:00:00,user2137@example.com,user_3143,4143.6,STORE08,9,0.1
USR2386,2026-04-03,Central,Electronics,20417.94,Pending,Chennai,62,Premium,2026-04-03 01:42:00,user969@example.com,user_3813,,STORE10,6,0.1
USR0481,2025-06-13,North,Clothing,16660.16,Cancelled,Bengaluru,32,Premium,2025-06-13 15:09:00,user3728@example.com,user_4963,2056.81,STORE12,9,0.1
USR0895,2026-03-02,East,Books,22557.5,Completed,Jaipur,46,Standard,2026-03-02 22:23:00,user640@example.com,user_4622,3524.61,STORE04,8,0.2
USR2346,2025-03-05,Central,Furniture,35503.28,Completed,Chennai,51,Basic,2025-03-05 03:43:00,user1683@example.com,user_4778,4152.43,STORE16,9,0.05
USR1858,2025-04-04,East,Books,35996.0,Pending,Ahmedabad,54,Premium,2025-04-04 17:29:00,user2525@example.com,user_179,4499.5,STORE13,8,0.0
USR0300,2025-09-18,West,Groceries,13092.61,Pending,Mumbai,52,Premium,2025-09-18 02:59:00,user3868@example.com,user_260,4091.44,STORE10,4,0.2
USR1534,2026-02-23,South,Groceries,2399.32,Pending,Kolkata,23,Standard,2026-02-23 21:55:00,user4418@example.com,user_1090,940.91,STORE12,3,0.15
USR2167,2025-05-02,East,Furniture,7140.82,Completed,Pune,37,Basic,2025-05-02 21:46:00,user4461@example.com,user_3475,933.44,STORE18,9,0.15
USR1418,2026-01-24,East,Clothing,14027.14,Completed,Mumbai,20,Standard,2026-01-24 13:39:00,user129@example.com,user_1972,4125.63,STORE07,4,0.15
USR2449,2025-03-10,West,Furniture,467.02,Cancelled,Pune,43,Basic,2025-03-10 07:34:00,user1780@example.com,user_463,549.44,STORE05,1,0.15
USR1307,2026-05-31,Central,Books,15896.77,Cancelled,Chennai,33,Basic,2026-05-31 04:42:00,,user_1811,4967.74,STORE14,4,0.2
USR0718,2025-11-04,South,Books,10166.47,Pending,Pune,40,Standard,2025-11-04 21:24:00,user4297@example.com,user_2612,1412.01,STORE14,9,0.2
USR2204,2026-02-23,South,Furniture,5244.39,Completed,Hyderabad,63,Premium,2026-02-23 14:58:00,user473@example.com,user_4608,788.63,STORE14,7,0.05
USR0995,2026-03-03,North,Furniture,7161.85,Pending,Mumbai,46,Basic,2026-03-03 02:34:00,user1561@example.com,user_423,2808.57,STORE09,3,0.15
USR0299,2026-01-22,East,Books,33846.8,Cancelled,Jaipur,31,Basic,2026-01-22 06:55:00,user2728@example.com,user_2484,3384.68,STORE01,10,0.0
USR0994,2025-08-05,Central,Furniture,7971.2,Pending,Bengaluru,53,Basic,2025-08-05 09:24:00,user3820@example.com,user_4372,4688.94,STORE12,2,0.15
USR1909,2025-11-12,West,Groceries,10287.18,Pending,Bengaluru,41,Basic,2025-11-12 13:02:00,user4609@example.com,user_1813,1344.73,STORE05,9,0.15
USR1711,2025-01-17,North,Furniture,10726.64,Completed,Chennai,32,Basic,2025-01-17 18:53:00,user2014@example.com,user_4091,1340.83,STORE18,10,0.2
